GEOGRAPHY_ID,SUB_DISTRICT,ULB_RLB_VILLAGE
27835,Kirtinagar,Patakhal
27836,Pauri,Pipal Koti
27837,Srinagar,Masau Lagga Nayal Garh
27838,Nainbag,Tingari
27839,Gaja,Gairogi Sera
27840,Chaukhutiya,Bagwali Khet
27841,Syalde,Musalkanda
27842,Munsiari,Chhija
27843,Ukhimath,Lolchhara
27844,Chaukhutiya,Surankotura
27845,Dhaulchhina,Jaduri Gunth
27846,Narsan,Chakbarampur
27847,Vikas Nagar,Binaspur
27848,Kotdwara,Bansuli
27849,Munsiari,Ganghar
27850,Laldhang,Vandev Urf Khushahalpur
27851,Jalali,Malli Suwali
27852,Pankhu,Makhauli
27853,Ghansali,Paukhal Range (P-2)
27854,Tejam,Bajaili
27855,Hardwar,Mominpur
27856,Pauri,Bandul
27857,Dhoomakot,Chetadhar Malla
27858,Jainti,Lara
27859,Kandisaur,Bandra Koti
27860,Pauri,Gareth
27861,Chaukhutiya,Bhainar
27862,Lansdowne,Ilmora
27863,Yamkeshwar,Kota Malla
27864,Kafligair,Kotuligunth
27865,Gangolihat,Salabhuti
27866,Lansdowne,Janda Laga Sari
27867,Chaubatta Khal,Dabar
27868,Kirtinagar,Semwal Gaon
27869,Gangolihat,Saun Gaon
27870,Dugnakuri,Nathi Sera
27871,Pauri,Jot Pur
27872,Nainital,North Gola Range
27873,Kirtinagar,Painula
27874,Chamoli,Kuthan Lagga Maikot
27875,Bangapani,Lumati
27876,Roorkee,Kamalpur Saini Bas
27877,Kirtinagar,Daduwa
27878,Bageshwar,Tuper
27879,Kalsi,Kothatarli
27880,Ramgarh,Satkhol
27881,Chamoli,Majothi
27882,Almora,Dangi Khola
27883,Yamkeshwar,Bhadashi
27884,Garud,Talla Paya
27885,Someshwar,Thapniya
27886,Chakrata,Kharwi(Khabou)
27887,Kashipur,Jaitpur Ghosi
27888,Laksar,Pachewali
27889,Hardwar,Ranipur
27890,Sankari,Kalap
27891,Ganai Gangoli,Phadiyali
27892,Pratapnagar,Pokhri
27893,Nainital,Bajoon Lagga Bhela
27894,Almora,Kurchoun
27895,Pithoragarh,Gankot
27896,Nanakmatta,Kaundha Khera
27897,Karnaprayag,Kankhul Malla
27898,Narendra Nagar,Aoni
27899,Mori,Wari
27900,Chakrata,Hayotagari
27901,Didihat,Bora Bunga
27902,Pauri,Gadka Margaon
27903,Rajgarhi,Bariya
27904,Chakrata,Samog
27905,Betalghat,Bhatraunj Khan
27906,Someshwar,Baiganiya Tela
27907,Almora,Udiyari
27908,Bageshwar,Udalgaon
27909,Balganga,Lodas
27910,Bagwalipokhar,Paner Gaon Avam Chak Aliyagarh
27911,Someshwar,Pokhari
27912,Gairsain,Bajyani
27913,Jakhani Dhar,Kwanli
27914,Ranikhet,Harare
27915,Narayanbagar,Bamiyala
27916,Barakot,Fartola
27917,Kanda,Dhapolasera
27918,Dwarahat,Dairi
27919,Rishikesh,Rakhwal Gaon
27920,Chakrata,Bijanu
27921,Laksar,Hastmauli
27922,Kandisaur,Kyari
27923,Kandisaur,Kemwal Gaon
27924,Balganga,Khirbel
27925,Rudraprayag,Punar
27926,Rudraprayag,Dharkot
27927,Dwarahat,Dudhouli
27928,Ukhimath,Pathali
27929,Bhanoli,Kwarali Maya
27930,Mori,Halywari
27931,Lamgada,Tuleri
27932,Garud,Khumtiya Naikra
27933,Pithoragarh,Jhuni
27934,Lansdowne,Mathali
27935,Dewal,Bahantara
27936,Kanalichhina,Nwali
27937,Dunda,Koti Bhat Gaon
27938,Pauri,Siku
27939,Jalali,Kusnyaari
27940,Bhatwari,Dwari
27941,Roorkee,Jhabaredikhurd
27942,Narendra Nagar,Syud
27943,Dunda,Pab
27944,Didihat,Oltari
27945,Chakisain,Kirsal
27946,Tejam,Malun Pandrah Pala
27947,Ghaat,Narangi
27948,Chaukhutiya,Adigaon Kanhodiya
27949,Champawat,Vaila
27950,Machhor,Bour Malla
27951,Pati,Dhraug
27952,Dehradun,Ramgarh Range
27953,Dunda,Mainol
27954,Basukedar,Phalai
27955,Gairsain,Marora
27956,Pulla Gumdesh,Dungra Bora
27957,Chakisain,Teela
27958,Kapkot,Farsali Walli
27959,Laksar,Mirzapur Mohnawala
27960,Pratapnagar,Raika
27961,Kaladhungi,Pauvalgarh
27962,Shama,Sama
27963,Pratapnagar,Banali
27964,Pithoragarh,Gaithana
27965,Vikas Nagar,Misraspatti
27966,Puraula,Math
27967,Khatima,Dam Gara
27968,Kichha,Pandari
27969,Kirtinagar,Majyakot
27970,Laksar,Jetpur
27971,Ghaat,Pairi
27972,Ghansali,Maid
27973,Gadarpur,Gadarpuri
27974,Ranikhet,Khyusayal Kote
27975,Joshiyara,Sangrali
27976,Khatima,Bara Bhuriya
27977,Chamoli,Batula
27978,Narsan,Nagala Koyal
27979,Lalkuan,Jangi Bangar
27980,Almora,Dhamas
27981,Ramgarh,Nathuakhan
27982,Chakrata,Haja
27983,Dehradun,Chandrwani Khalsa
27984,Haldwani,Prempur Losani
27985,Ramgarh,Jhutiya
27986,Bhagwanpur,Wahabpur Chaga Mazari
27987,Dharchula,Syankuri
27988,Pratapnagar,Mukhem
27989,Pithoragarh,Tharkot
27990,Kashipur,Rajpura Rani
27991,Kichha,Kanakpur
27992,Chakrata,Bayala
27993,Ramnagar,Dhikuli
27994,Dunda,Genwala
27995,Dhanaulti,Banali
27996,Nanakmatta,Pipalia Pistor
27997,Narayanbagar,Kevar Talla
27998,Dehradun,Mitt Behti
27999,Jaspur,Kaliyawala
28000,Ranikhet,Kalanu
28001,Puraula,Pora
28002,Barakot,Malla Bapru
28003,Chakisain,Tirpali Or Tarpali
28004,Almora,Gadholi
28005,Mori,Khanyasani
28006,Chaukhutiya,Hat
28007,Almora,Ghaneli
28008,Devprayag,Jogiyana
28009,Gairsain,Kot
28010,Hardwar,Rithaura Grunt
28011,Bageshwar,Jhar Kot
28012,Jakhani Dhar,Khada Pipola
28013,Tehri,Jagdhar
28014,Gaja,Vairola
28015,Chaubatta Khal,Kola
28016,Laksar,Hirna Kheri
28017,Someshwar,Bachurari
28018,Ranikhet,Billekh
28019,Kosya Kutauli,Siltona
28020,Madannegi,Myunda Maylalwani
28021,Sult,Bhyari
28022,Kirtinagar,Jakhand
28023,Rajgarhi,Syalab
28024,Laksar,Maheshwara
28025,Hardwar,Daluwala Khurd
28026,Tehri,Hadam Malla
28027,Gangolihat,Badena
28028,Balganga,Ragsya
28029,Kosya Kutauli,Hali
28030,Pulla Gumdesh,Khatera Malla
28031,Pauri,Kot
28032,Gangolihat,Koon Upreti
28033,Rajgarhi,Kupra
28034,Balganga,Khola
28035,Kafligair,Okhalisirod
28036,Pokhari,Gudam
28037,Shama,Bari Panyali
28038,Pratapnagar,Kholgarh Walla
28039,Basukedar,Barsir
28040,Jakholi*,Musa Dung
28041,Pratapnagar,Nag
28042,Bhikiasain,Sinaura Dangwal
28043,Lalkuan,Halduchaur Jaggi
28044,Lalkuan,Dungarpur
28045,Berinag,Kwerali
28046,Narsan,Barampur
28047,Laksar,Kahera
28048,Jaspur,Puranpur
28049,Ramnagar,Kosi Range
28050,Khatima,Mohammdpur
28051,Hardwar,Ajitpur Mustakam
28052,Jaspur,Kilawali
28053,Poornagiri,Chandani
28054,Srinagar,Uafalda
28055,Vikas Nagar,Aduwala
28056,Nainital,Ranibagh
28057,Gadarpur,Patthar Kui
28058,Laldhang,Sajanpur Peeli
28059,Poornagiri,Mohanpur
28060,Dunda,Barethi Patti Barsali
28061,Nainital,Alchaunaa
28062,Narsan,Dahiyaki
28063,Bajpur,Tanda Azam
28064,Tehri,Jardhar Gaon
28065,Lalkuan,Dumka Bangar Bachi Dharma
28066,Ranikhet,Shewalbhatyali
28067,Ranikhet,Taura
28068,Doiwala,Lachhi Wala
28069,Khatima,Naugawanath
28070,Vikas Nagar,Baluwala
28071,Haldwani,Nawar Khera
28072,Khatima,Bhuriya Tharu
28073,Roorkee,Sahpur Salhapur
28074,Nainital,Kurpankha
28075,Vikas Nagar,Rasulpur
28076,Vikas Nagar,Shisham Bara
28077,Dehradun,Nawada
28078,Kotdwara,Balasaur
28079,Vikas Nagar,Mirzapur Urf Dhalipur
28080,Bhagwanpur,Chudiyala Mohanpur
28081,Vikas Nagar,Tiparpur
28082,Laksar,Habibpur Koodi
28083,Roorkee,Karaundi
28084,Laksar,Kherimubarakpur
28085,Bhagwanpur,Sikanderpur Bhainswal
28086,Hardwar,Atmalpur Bangla
28087,Kichha,Jawahar Nagar
28088,Bhagwanpur,Manakpur Adampur
28089,Narsan,Banhera Tanda
28090,Kaliachak - Iii,Nandalalpur
28091,Matigara,Bara Gharia
28092,Ketugram - Ii,Uddharanpur
28093,Chanditala - I,Bandpur
28094,Tapan,Naogon
28095,Tufanganj - Ii,Mahishkuchi
28096,Bansihari,Buniadpur
28097,Amdanga,Bodai
28098,Balagarh,Somra
28099,Maynaguri,Charesbari
28100,Nalhati - Ii,Ujirpur
28101,Kultali,Sankizahan
28102,Beldanga - I,Hareknagar
28103,Kanksa,Shilampur
28104,Chandrakona - Ii,Dhanyagachhi
28105,Suti - I,Kadoa
28106,Amdanga,Sonadanga
28107,Jagatballavpur,Uttar Maju
28108,Berhampore,Kaladanga
28109,Uluberia - I,Mahisali
28110,Purbasthali - Ii,Uttar Lakshmipur
28111,Mangolkote,Palisgram
28112,Gangarampur,Patan
28113,Bamangola,Bamangram
28114,Shyampur - I,Bhagawanpur
28115,Dhaniakhali,Srikrishnapur
28116,Baduria,Gandharbbapur
28117,Garbeta - Iii,Kanchdahari
28118,Bhagawangola - I,Bhundar Kismat
28119,Kalchini,Chhota Jaygaon
28120,Bhagawanpur - Ii,Radhapur
28121,Potashpur - I,Palpara
28122,Bagnan - Ii,Paikpari
28123,Ratua - Ii,Magurakhod
28124,Uluberia - I,Damodarpur
28125,Krishnagar - I,Bhimpur
28126,Goalpokhar - I,Panjipara
28127,Udaynarayanpur,Jangalpara Belgram
28128,Beldanga - Ii,Gholla
28129,Basanti,Gadkhali
28130,Islampur,Agdimti
28131,Karandighi,Raghopur
28132,Kaliachak - I,Dakshin Lakshmipur
28133,Memari - I,Bahara
28134,Bishnupur - Ii,Chandi
28135,Bharatpur - I,Karandi
28136,Ramnagar - Ii,Madhabpur
28137,Harischandrapur - Ii,Jagannathpur
28138,Madarihat,Pashchim Khayerbari
28139,Manbazar - I,Matyala
28140,Kharagpur - I,Salua
28141,Hemtabad,Naoda
28142,Ratua - I,Durgapur
28143,Hanskhali,Itabaria
28144,Sagardighi,Kismatgadi
28145,Thakurpukur Mahestola,Chak Rajumolla
28146,Murarai - Ii,Math Basori
28147,Namkhana,Sibnagar Abad
28148,Hasnabad,Haripur
28149,Beldanga - I,Naoda
28150,Magrahat - I,Sarachi Bhagabanpur
28151,Bhatar,Ramchandrapur
28152,Madarihat,Birpara Tea Garden
28153,Raiganj,Bishahar
28154,Namkhana,Bijaybati
28155,Hasnabad,Ghoshalati
28156,Karimpur - I,Uttar Tajpur
28157,Jaynagar - Ii,Manirtala
28158,Bagda,Dihihaldaha
28159,Jaynagar - Ii,Baishata
28160,Maynaguri,Uttar Marichbari
28161,Khandaghosh,Guir
28162,Bagda,Godpukuria
28163,Kranti,Dhalabari
28164,Patharpratima,Ramnagar Abad
28165,Chopra,Bara Panchmauz
28166,Kalchini,Rangamati Tea Garden
28167,Nanda Kumar,Kunar Chak
28168,Mirik,Mirik Khasmahal (P)
28169,Bhagawangola - I,Kochgiria
28170,Naxalbari,Kamala
28171,Ratua - I,Bahirkap
28172,Dantan - I,Dakshin Arbana
28173,Nanda Kumar,Raj Nagar
28174,Farakka,Imamnagar
28175,Phansidewa,Bansgaonchakla
28176,Kulpi,Lakshminarayanpur
28177,Barasat - I,Barbaria
28178,Kaliaganj,Raghunathpur
28179,Murarai - I,Gorsa
28180,Mathurapur - I,Sitagachhi
28181,Harischandrapur - Ii,Talgachhi
28182,Kumargram,Ghaksapara
28183,Nalhati - I,Gosainpur
28184,Goghat - Ii,Bengai
28185,Lalgola,Amarkunda
28186,Salanpur,Jemari
28187,Hingalganj,Malekanghumti
28188,Jaynagar - I,Arunnagar Dakshin
28189,Bhangar - Ii,Shyamnagar
28190,Phansidewa,Budharugaon
28191,Karimpur - Ii,Kathalia
28192,Kalchini,Purba Satali
28193,Rampurhat - I,Atla
28194,Bhatar,Kapshor
28195,Diamond Harbour - Ii,Kamarpol
28196,Bhagawangola - Ii,Bhandara
28197,Jaynagar - Ii,Gordoani
28198,Garbeta - Iii,Raskunda
28199,Barasat - Ii,Gobindapur
28200,Goghat - Ii,Shantipur
28201,Falakata,Dalgaon Tea Garden
28202,Diamond Harbour - I,Bolsiddhi
28203,Bharatpur - I,Sahapur
28204,Kalna - Ii,Bundebaj
28205,Keshiary,Arangabad
28206,Mathabhanga Ii,Chheramari
28207,Ghatal,Ajabnagar
28208,Karandighi,Bajargaon
28209,Nabagram,Kutubpur
28210,Naxalbari,Rangapani
28211,Sitalkuchi,Sitalkuchi
28212,Basanti,Lebukhali
28213,Kaliachak - Iii,Sahabazpur
28214,Kalyani,Majher Char (P)
28215,Krishnagar - I,Senpur
28216,Labpur,Ganutia
28217,Dinhata - I,Dinhata (P)
28218,Potashpur - I,Gokulpur
28219,Minakhan,Tentulbaria
28220,Santuri,Baltora
28221,Sagardighi,Kabilpur
28222,Diamond Harbour - I,Netra
28223,Ondal,Madhusudanpur
28224,Matiali,Samsing Tea Garden
28225,Tarakeswar,Bhanjipur (P)
28226,Karandighi,Bikaur
28227,Burwan,Barwan
28228,Rangli Rangliot,Gielie Tea Garden
28229,Baruipur,Ganespur
28230,Murarai - Ii,Kushmor
28231,Khanakul - I,Radhaballabhpur
28232,Maynaguri,Saptibari
28233,Para,Jorberya
28234,Udaynarayanpur,Sibpur
28235,Balarampur,Bela
28236,Bolpur Sriniketan,Bahiri
28237,Kharagpur - I,Barkola
28238,Bhangar - I,Narayanpur
28239,Memari - I,Nimo
28240,Mal,Gojaldoba Tea Garden
28241,Kolaghat,Nandai Gajan
28242,Kotulpur,Laugram
28243,Santipur,Kulia
28244,Ranaghat - Ii,Jafar Nagar
28245,Berhampore,Andar Manik
28246,Jorebunglow Sukiapokhri,Moonda Kotee Tea Garden
28247,Chakdah,Balia
28248,Mahisadal,Rajarampur
28249,Khanakul - Ii,Routkhana
28250,Kaliganj,Bara Kulberia
28251,Hura,Baragram
28252,Manteswar,Kusumgram
28253,Goalpokhar - Ii,Kahalgaon
28254,Burdwan - I,Neragohalia
28255,Basirhat - Ii,Begampur
28256,Sahid Matangini,Chatara
28257,Baruipur,Teurhat
28258,Kaliganj,Radhakantapur
28259,Santipur,Chhenra Char (P)
28260,Basirhat - Ii,Gobindapur Dhokra
28261,Mathabhanga Ii,Angarkata Paradubi
28262,Kakdwip,Uttar Chandranagar
28263,Bagnan - Ii,Chhayani Guzrat
28264,Magrahat - I,Ramchandrapur
28265,Canning - Ii,Gabbuni
28266,Mathurapur - Ii,Dakshin Jaykrishnapur
28267,Bagmundi,Burda
28268,Hura,Daldali
28269,Bagnan - Ii,Mellak
28270,Chopra,Purbba Chutiakhor
28271,Khoyrasol,Lokpur
28272,Mal,Nichchalsa
28273,Uluberia - Ii,Kamina
28274,Banarhat,Haritalguri Tea Garden (D)
28275,Amta - I,Sonamui
28276,Canning - Ii,Miagheri
28277,Arambag,Tirol
28278,Balagarh,Bhabanipur Char
28279,Raina - Ii,Pahalanpur
28280,Madarihat,Uttar Sisubari
28281,Ketugram - Ii,Keuguri
28282,Gangarampur,Belbari (P)
28283,Shyampur - Ii,Kultikari
28284,Rajganj,Junglee Mohal
28285,Banarhat,Karbala Tea Garden (D)
28286,Bhatar,Kherur
28287,Pandua,Niala
28288,Bongaon,Ganrapota
28289,Krishnaganj,Tungi
28290,Krishnagar - I,Gobrapota
28291,Nalhati - I,Tejhati
28292,Raina - Ii,Keunta
28293,Nakashipara,Uday Chandrapur
28294,Pingla,Pingla
28295,Pandabeswar,Banbahal
28296,Onda,Daldagi
28297,Rajarhat,Mahishgot
28298,Dinhata - I,Koalidaha
28299,Uluberia - Ii,Surikhali
28300,Khandaghosh,Badulia
28301,Cooch Behar - Ii,Kaljani
28302,Madarihat,Islamabad
28303,Swarupnagar,Malanga Para
28304,Chapra,Santia
28305,Mathurapur - I,Nalua
28306,Chandipur,Kulbari
28307,Rampurhat - Ii,Dunigram
28308,Ketugram - I,Khanji
28309,Jagatballavpur,Pulgusti
28310,Nanda Kumar,Terapara Jalpai (P)
28311,Manteswar,Denur
28312,Tufanganj - Ii,Bara Kodali
28313,Bhagawanpur - I,Mahammadpur
28314,Suti - I,Harua
28315,Dhupguri,Jhar Magurmari
28316,Coochbehar I,Haldimohan
28317,Tapan,Mandapara
28318,Deganga,Aminpur
28319,Patharpratima,Dakshin Surendraganj
28320,Lalgola,Syampur
28321,Ranaghat - Ii,Hosenpur
28322,Kaliachak - I,Nabinagar
28323,Magrahat - Ii,Dakshin Kashi
28324,Mejhia,Kustor
28325,Daspur - I,Samat
28326,Galsi - Ii,Gohagram
28327,Deganga,Chyangdana
28328,Patharpratima,Lakshmipur
28329,Chanchal - I,Khelanpur
28330,Raina - I,Belshar
28331,Mejhia,Jemua
28332,Canning - I,Tetul Bana
28333,Krishnagar - I,Simul Tala
28334,Rajarhat,Chakpachuria
28335,Moyna,Paramanandapur
28336,Ketugram - I,Berugram
28337,Bharatpur - Ii,Sarmastapur
28338,Nanda Kumar,Dakshin Narikelda
28339,Memari - I,Tatarpur
28340,Garbeta - Iii,Sat Bankura
28341,Galsi - Ii,Kaitara
28342,Deganga,Khejurdanga
28343,Ratua - Ii,Satmara
28344,Samserganj,Dogachhi
28345,Cooch Behar - Ii,Marichbari
28346,Gorubathan,Upper Fagu Tea Garden
28347,Manikchak,Harachandapur
28348,Deganga,Shwetpur
28349,Garbeta - Iii,Chhota Tara
28350,Jaynagar - I,Jangalia
28351,Murshidabad Jiaganj,Dharmmapur
28352,Domkal,Ramna Etbarnagar Basantapur
28353,Amdanga,Anakha
28354,Binpur - Ii,Kanko
28355,Falta,Narayan Bere
28356,Labpur,Kuniara
28357,Kumargram,Phaskhawa Tea Garden
28358,Raipur,Dudhya
28359,Dhaniakhali,Satidaha
28360,Gazole,Banshthupi
28361,Jangipara,Sonamaguri
28362,Burdwan - I,Sapar
28363,Rajnagar,Haripur
28364,Dantan - I,Mirjapur
28365,Hemtabad,Dakshin Kotagaon
28366,Purbasthali - I,Sahapur
28367,Chandrakona - I,Banka Sultanpur
28368,Bhagawanpur - Ii,Angar Berya
28369,Gopiballavpur - I,Tentulia
28370,Egra - I,Hamirjita
28371,Bagda,Baranasipur
28372,Ramnagar - I,Haropur
28373,Haripal,Raghunathpur
28374,Chhatna,Shunri Chitra
28375,Lalgola,Gaukhana
28376,Balarampur,Nekre
28377,Polba - Dadpur,Milichita
28378,Kaliaganj,Dakshin Krishnapur
28379,Raipur,Lakat
28380,Ramnagar - Ii,Purbba Bar
28381,Arambag,Ragpur
28382,Kalna - I,Karpurdanga
28383,Mohammad Bazar,Ghagha
28384,Unknown Subdistricts Of India,Sajnaberia
28385,Bankura - Ii,Kulpat Bankati
28386,Diamond Harbour - Ii,Khanjapur
28387,Dantan - Ii,Ramchandrapur
28388,Falta,Malaya Harishpur
28389,Jhalda - Ii,Urusharam
28390,Ranibundh,Tila Bani
28391,Khoyrasol,Sagarbhanga
28392,Murarai - I,Sanfua
28393,Dantan - Ii,Jalgoda
28394,Hirbandh,Debidia
28395,Bhatar,Bijyapur
28396,Memari - I,Talchini
28397,Nanoor,Bergram
28398,Vishnupur,Dhengasol
28399,Dantan - I,Kharijha Pari
28400,Bankura - I,Dakshinbankati
28401,Coochbehar I,Panigram Ghughumari
28402,Murarai - Ii,Math Karamja
28403,Bankura - Ii,Badra
28404,Basirhat - I,Ramnagar
28405,Kaliachak - Iii,Sultanpur
28406,Kalna - Ii,Maheswarpur
28407,Farakka,Laharia
28408,Narayangarh,Mannya
28409,Indpur,Balarampur
28410,Haripal,Meshera
28411,Karandighi,Purba Pipla
28412,Budge Budge - Ii,Nadakhali
28413,Bongaon,Alakulipur
28414,Tarakeswar,Shyampur
28415,Mahisadal,Goyal Berya
28416,Garbeta - I,Baladghata
28417,Habibpur,Mohanpur Inlis
28418,Kanksa,Piariganj
28419,Harischandrapur - Ii,Hulaspur
28420,Bharatpur - I,Kasipur
28421,Chandrakona - Ii,Tukuria
28422,Debra,Gopinathpur
28423,Keshiary,Murakata
28424,Jaypur,Kusumdighi
28425,Rampurhat - Ii,Popara
28426,Goalpokhar - Ii,Kaliara
28427,Dhaniakhali,Kabilpur
28428,Khejuri - Ii,Satsimali
28429,Raninagar - I,Bota
28430,Garbeta - Ii,Chemia
28431,Jangipara,Basantapur
28432,Bharatpur - I,Ghoshkura
28433,Kalna - I,Khaspur
28434,Contai - Iii,Jethai Bari
28435,Tapan,Dubahar
28436,Deganga,Daibagnapol
28437,Deganga,Doharia
28438,Garbeta - Iii,Kadamdiha
28439,Chopra,Nandigachh
28440,Burwan,Gouri Nagar
28441,Tarakeswar,Kanaipur
28442,Coochbehar I,Baghmara
28443,Goalpokhar - I,Nargun
28444,Pingla,Gokul Chak
28445,Manbazar - Ii,Nalkundi
28446,Para,Kushgora Gopinathpur
28447,Bhagawanpur - I,Deuri Bar
28448,Habibpur,Mangalpura
28449,Khatra,Dharra Muli
28450,Bishnupur - I,Chakdhir
28451,Bansihari,Khidirpur
28452,Bagnan - Ii,Kazibhuara
28453,Pingla,Podima
28454,Kotulpur,Madhuban
28455,Polba - Dadpur,Hodla
28456,Habra - I,Metiagachi
28457,Hirbandh,Jhat Pukhuria
28458,Raina - I,Burar
28459,Goalpokhar - I,Siripur
28460,Sonar Pur,Jafarpur
28461,Manteswar,Bhelia
28462,Itahar,Bagduma
28463,Haringhata,Basantapur
28464,Tarakeswar,Ankargaria
28465,Jamboni,Bahirgram
28466,Barabazar,Sankhari
28467,Ketugram - I,Bahara
28468,Nanoor,Maheshgram
28469,Sarenga,Saluka
28470,Kulpi,Ramjannagar
28471,Potashpur - I,Kalma Ghat
28472,Garbeta - Iii,Uriyashai
28473,Jamuria,Darbardanga
28474,Kulpi,Daulatpur
28475,Goghat - I,Rajgram
28476,Budge Budge - Ii,Saheb Banbagicha
28477,Deshopran,Dakshin Kadua
28478,Memari - I,Jayrampur
28479,Polba - Dadpur,Patul
28480,Burwan,Sitalgram
28481,Berhampore,Bagmara
28482,Matigara,Karaibari
28483,Hasnabad,Mohanpurabad
28484,Gazole,Nijgram
28485,Garbeta - I,Ausabandi
28486,Patrasayer,Seora Bani
28487,Minakhan,Baidyerati
28488,Manbazar - Ii,Panrra
28489,Raiganj,Khadimpur
28490,Tarakeswar,Panchgachhi
28491,Coochbehar I,Shishabguri
28492,Raghunathpur - Ii,Lakhiara Alias Joradih
28493,Illambazar,Shrirampur
28494,Bhagawanpur - I,Jali Bishnupur
28495,Dantan - I,Jayrampur
28496,Harirampur,Jagdalla
28497,Minakhan,Simuldaha
28498,Dinhata - Ii,Jitpur Dwitia Khanda
28499,Panskura,Purbba Shuktia
28500,Gazole,Atghara
28501,Chopra,Gaodhuakhurd
28502,Kolaghat,Kulia
28503,Mangolkote,Salanda
28504,Rangli Rangliot,Tukdah Forest
28505,Balarampur,Tilai
28506,Habibpur,Nakharia
28507,Baruipur,Durgapur Gazipur
28508,Jhalda - Ii,Chamchaka
28509,Sabang,Bene Dighi
28510,Baruipur,Kamra
28511,Chandrakona - Ii,Kadamtala
28512,Ramnagar - Ii,Tajpur Dakshinbar
28513,Garbeta - I,Nachanjam
28514,Jhargram,Rautarapur
28515,Mathabhanga Ii,Dwarlakshmipur
28516,Galsi - Ii,Ghosh Kamalpur
28517,Kaliaganj,Paschim Gagara
28518,Itahar,Gopalnagar
28519,Baruipur,Ramchandrapur
28520,Rajnagar,Belera
28521,Purbasthali - I,Haripur
28522,Ketugram - Ii,Sitahati
28523,Nanda Kumar,Radhanagar Chak
28524,Sitai,Morebhanga
28525,Binpur - Ii,Sondapara
28526,Panskura,Dakshin Barhat
28527,Bhangar - I,Dara
28528,Manbazar - I,Janra
28529,Para,Fatepur
28530,Ketugram - I,Bira
28531,Kurseong,Dayal Thong(D.R.)Tea Garden
28532,Garbeta - I,Dangarpara
28533,Goghat - Ii,Laskarpukur
28534,Dantan - I,Sastanagar
28535,Lalgola,Kulgachi
28536,Matigara,Chamtaguri Chhat
28537,Sabang,Bhishindipur
28538,Patharpratima,Biswanathpur
28539,Sutahata,Bijayrampur
28540,Diamond Harbour - Ii,Sehalampur
28541,Amdanga,Chankia
28542,Itahar,Belua
28543,Amdanga,Gajbanda
28544,Panskura,Dharenda
28545,Murarai - I,Kanaipur
28546,Hirbandh,Dhanarangi
28547,Darjeeling Pulbazar,Dangia
28548,Goalpokhar - Ii,Padmadara
28549,Tufanganj - I,Bhelakopa Dwitia Khanda
28550,Kandi,Lakshmikantapur
28551,Keshpur,Pipurda
28552,Burdwan - Ii,Kashta Kurumba
28553,Kharagpur - Ii,Khagra
28554,Sahid Matangini,Shahara
28555,Mathabhanga - I,Kalagaon
28556,Bhagawangola - Ii,Jafrabad
28557,Gazole,Katna
28558,Goalpokhar - Ii,Bara Shikarpur
28559,Habibpur,Bhabuk
28560,Mohammad Bazar,Makdumnagar
28561,Bhatar,Ratanpur
28562,Shyampur - Ii,Sadashibpur
28563,Karandighi,Dhanpara
28564,Raiganj,Tenra
28565,Khatra,Senapatia
28566,Garbeta - I,Panch Moledanga
28567,Kalna - Ii,Kanibamni
28568,Bagda,Kuladharpur
28569,Coochbehar I,Atharanala
28570,Goghat - Ii,Harihar
28571,Bundwan,Saga
28572,Purulia - Ii,Chirumacha
28573,Basanti,Dakshin Battala
28574,Kharagpur - I,Safiabad
28575,Daspur - I,Gadighat
28576,Islampur,Sanpnikla
28577,Jaipur,Chapaitanr
28578,Para,Bhalagara
28579,Purulia - Ii,Chanchra
28580,Sarenga,Bikrampur
28581,Para,Ketlapur Alias Nutandi
28582,Barasat - I,Chak Dwarakpur
28583,Dubrajpur,Bakreswar
28584,Karandighi,Baliamora
28585,Islampur,Goalgachh
28586,Sabang,Andulia
28587,Mathurapur - Ii,Jagannath Chak
28588,Diamond Harbour - I,Chousa
28589,Ghatal,Barnabin
28590,Raiganj,Panch Bhaiya
28591,Cooch Behar - Ii,Hollangerkuthi
28592,Arsha,Lachhamanpur
28593,Garbeta - Ii,Metaldoba
28594,Binpur - I,Nera
28595,Bansihari,Mahammadpur
28596,Ranaghat - Ii,Barahata
28597,Amta - I,Dakshin Ramchandrapur
28598,Shyampur - Ii,Rajibpur
28599,Jaypur,Makarandapur
28600,Krishnagar - I,Ghurni (P)
28601,Sabang,Urdhabpur
28602,Barasat - Ii,Shankar Gachhi
28603,Barrackpur - I,Budhuria
28604,Galsi - I,Kondaipur
28605,Sainthia,Kusumjatra
28606,Contai - I,Kapasda
28607,Basirhat - I,Dakshin Bagundi
28608,Diamond Harbour - Ii,Nasa
28609,Beldanga - I,Srikrishnapur
28610,Baruipur,Bagdaha
28611,Gopiballavpur - I,Satma (Kortir)
28612,Minakhan,Dhuturdaha
28613,Cooch Behar - Ii,Baraibari Dwitia Khanda
28614,Gopiballavpur - I,Kendugerya
28615,Diamond Harbour - Ii,Paschim Durgapur
28616,Balagarh,Inchhura
28617,Bagmundi,Ajodhya
28618,Harirampur,Baragram (I)
28619,Kumarganj,Saidpur
28620,Garbeta - Ii,Bulanpur
28621,Khargram,Titidanga
28622,Falta,Ram Lakha
28623,Kanksa,Beharpur
28624,Sahid Matangini,Padampur
28625,Arsha,Mankiari
28626,Alipurduar - I,Naothoartari
28627,Sitai,Chhat Singimari
